DateTime,Benzene_ug_m3,Benzene_ug_m3_is_anomaly,Benzene_ug_m3_zscore
2004-03-13 15:00:00,9.2,False,-0.20762800953115748
2004-03-13 16:00:00,10.2,False,-0.16800719590226404
2004-03-13 17:00:00,10.6,False,-0.41177848768279524
2004-03-13 18:00:00,15.5,False,-0.14171807995821104
2004-03-13 19:00:00,19.6,False,0.185493855110303
2004-03-13 20:00:00,19.2,False,0.4270043629143203
2004-03-13 21:00:00,18.3,False,1.2218039340169482
2004-03-13 22:00:00,13.1,False,0.9280456958080339
2004-03-13 23:00:00,10.9,False,0.5676658173576373
2004-03-14 00:00:00,11.0,False,0.8197526342999518
2004-03-14 01:00:00,11.9,False,1.7623937508336525
2004-03-14 02:00:00,8.6,False,1.5513147269938117
2004-03-14 03:00:00,,False,
2004-03-14 04:00:00,,False,
2004-03-14 05:00:00,3.7,False,0.32695981585167727
2004-03-14 06:00:00,2.5,False,-0.7859657344827143
2004-03-14 07:00:00,2.4,False,-0.9939753421956354
2004-03-14 08:00:00,4.2,False,-1.1877054321606806
2004-03-14 09:00:00,6.4,False,-0.9913175392863112
2004-03-14 10:00:00,8.6,False,-0.528874656936071
2004-03-14 11:00:00,10.9,False,-0.006264497859152025
2004-03-14 12:00:00,10.7,False,-0.015216132305895346
2004-03-14 13:00:00,7.5,False,-0.5963742251188741
2004-03-14 14:00:00,7.5,False,-0.5208014415562243
2004-03-14 15:00:00,8.2,False,-0.38260507071687516
2004-03-14 16:00:00,11.9,False,0.10379365822480215
2004-03-14 17:00:00,12.0,False,-0.24223893542589042
2004-03-14 18:00:00,12.2,False,-0.48310699121119427
2004-03-14 19:00:00,20.6,False,0.29402749373867165
2004-03-14 20:00:00,23.1,False,0.9118811120111678
2004-03-14 21:00:00,14.7,False,0.5867832844816244
2004-03-14 22:00:00,9.0,False,-0.014679764052810362
2004-03-14 23:00:00,8.8,False,0.05619350351296881
2004-03-15 00:00:00,7.4,False,-0.1037809167179173
2004-03-15 01:00:00,6.9,False,0.23988332572503457
2004-03-15 02:00:00,7.0,False,0.9519459564200294
2004-03-15 03:00:00,,False,
2004-03-15 04:00:00,,False,
2004-03-15 05:00:00,3.9,False,0.4274604411821672
2004-03-15 06:00:00,6.4,False,0.6527942550020331
2004-03-15 07:00:00,9.7,False,-0.018472455944323844
2004-03-15 08:00:00,25.9,False,1.1571426302341337
2004-03-15 09:00:00,36.7,False,2.6287178462887684
2004-03-15 10:00:00,26.6,False,2.117147680126713
2004-03-15 11:00:00,20.1,False,1.637354125631001
2004-03-15 12:00:00,14.1,False,0.6141566472442448
2004-03-15 13:00:00,14.9,False,0.6448422244208372
2004-03-15 14:00:00,15.4,False,0.7882649818004656
2004-03-15 15:00:00,12.1,False,0.2998054679074238
2004-03-15 16:00:00,11.5,False,0.039840516077257145
2004-03-15 17:00:00,14.8,False,0.0968401690879192
2004-03-15 18:00:00,32.1,False,1.5755715948295226
2004-03-15 19:00:00,39.2,False,2.312753172226329
2004-03-15 20:00:00,31.0,False,1.8940673473611918
2004-03-15 21:00:00,19.9,False,1.5040353338104249
2004-03-15 22:00:00,15.3,False,1.4338983815870237
2004-03-15 23:00:00,6.9,False,-0.4065671613941124
2004-03-16 00:00:00,11.1,False,0.8454063440504481
2004-03-16 01:00:00,5.4,False,-0.21686980180755083
2004-03-16 02:00:00,2.8,False,-0.6213970663361493
2004-03-16 03:00:00,,False,
2004-03-16 04:00:00,,False,
2004-03-16 05:00:00,2.0,False,-0.5272954994574885
2004-03-16 06:00:00,3.5,False,-0.41705291666611244
2004-03-16 07:00:00,5.1,False,-0.6331729048150134
2004-03-16 08:00:00,16.2,False,0.10898474059221218
2004-03-16 09:00:00,19.7,False,0.5976748906855882
2004-03-16 10:00:00,25.1,False,1.8966458187048143
2004-03-16 11:00:00,20.0,False,1.6194887058104555
2004-03-16 12:00:00,18.3,False,1.3916171396297121
2004-03-16 13:00:00,22.3,False,1.8860586739605483
2004-03-16 14:00:00,20.4,False,1.616788034557864
2004-03-16 15:00:00,14.6,False,0.737248120871718
2004-03-16 16:00:00,16.6,False,0.8552430784584554
2004-03-16 17:00:00,15.8,False,0.2179398492714226
2004-03-16 18:00:00,17.8,False,0.09621964606659547
2004-03-16 19:00:00,19.1,False,0.13122703579611866
2004-03-16 20:00:00,15.8,False,0.004291299599120227
2004-03-16 21:00:00,24.9,False,2.386008458165041
2004-03-16 22:00:00,13.5,False,1.020018911404214
2004-03-16 23:00:00,9.1,False,0.1292609769193498
2004-03-17 00:00:00,8.6,False,0.20406360028803894
2004-03-17 01:00:00,5.4,False,-0.21686980180755083
2004-03-17 02:00:00,4.1,False,-0.13440994024495123
2004-03-17 03:00:00,,False,
2004-03-17 04:00:00,,False,
2004-03-17 05:00:00,1.6,False,-0.7282967501184686
2004-03-17 06:00:00,1.9,False,-1.0073134251726754
2004-03-17 07:00:00,7.5,False,-0.3124596271433492
2004-03-17 08:00:00,21.4,False,0.670883815451799
2004-03-17 09:00:00,36.4,False,2.5928759117781235
2004-03-17 10:00:00,21.3,False,1.338041103102671
2004-03-17 11:00:00,15.4,False,0.7976793940653791
2004-03-17 12:00:00,12.5,False,0.3179812215735907
2004-03-17 13:00:00,15.1,False,0.6783886149489373
2004-03-17 14:00:00,13.7,False,0.5065671438629499
2004-03-17 15:00:00,10.4,False,0.0023444638917038967
2004-03-17 16:00:00,15.2,False,0.6314070809420478
2004-03-17 17:00:00,12.3,False,-0.2059090313708393
2004-03-17 18:00:00,27.0,False,1.0479705501658212
2004-03-17 19:00:00,38.4,False,2.2259262613236337
2004-03-17 20:00:00,35.1,False,2.403809570770698
2004-03-17 21:00:00,27.2,False,2.791716095368164
2004-03-17 22:00:00,15.0,False,1.3649184698898886
2004-03-17 23:00:00,15.7,False,1.7367453918597369
2004-03-18 00:00:00,13.0,False,1.3328268293098793
2004-03-18 01:00:00,8.1,False,0.6052858277511026
2004-03-18 02:00:00,5.5,False,0.39003773400710845
2004-03-18 03:00:00,,False,
2004-03-18 04:00:00,,False,
2004-03-18 05:00:00,2.5,False,-0.2760439361312633
2004-03-18 06:00:00,3.0,False,-0.6015093255744134
2004-03-18 07:00:00,7.7,False,-0.2857335206707105
2004-03-18 08:00:00,23.3,False,0.8761930928043405
2004-03-18 09:00:00,35.8,False,2.5211920427568346
2004-03-18 10:00:00,21.3,False,1.338041103102671
2004-03-18 11:00:00,14.3,False,0.6011597760393828
2004-03-18 12:00:00,12.5,False,0.3179812215735907
2004-03-18 13:00:00,12.2,False,0.19196595229148292
2004-03-18 14:00:00,13.1,False,0.4071443775320621
2004-03-18 15:00:00,14.4,False,0.7022527086345746
2004-03-18 16:00:00,16.8,False,0.8872196495322278
2004-03-18 17:00:00,14.5,False,0.0605102650328681
2004-03-18 18:00:00,21.5,False,0.4789890314108492
2004-03-18 19:00:00,26.4,False,0.9235225977832096
2004-03-18 20:00:00,26.0,False,1.272430489544721
2004-03-18 21:00:00,14.1,False,0.48094650955907053
2004-03-18 22:00:00,10.3,False,0.2842331866347746
2004-03-18 23:00:00,8.3,False,-0.06558561883099992
2004-03-19 00:00:00,8.9,False,0.28102472953952823
2004-03-19 01:00:00,6.6,False,0.14853270021851728
2004-03-19 02:00:00,3.6,False,-0.32171268104925804
2004-03-19 03:00:00,,False,
2004-03-19 04:00:00,,False,
2004-03-19 05:00:00,1.3,False,-0.8790476881142038
2004-03-19 06:00:00,2.3,False,-0.8597482980460348
2004-03-19 07:00:00,6.7,False,-0.4193640530339039
2004-03-19 08:00:00,22.8,False,0.8221643356063033
2004-03-19 09:00:00,31.3,False,1.98356302509717
2004-03-19 10:00:00,19.2,False,1.0293384971120128
2004-03-19 11:00:00,16.4,False,0.9763335922708303
2004-03-19 12:00:00,14.0,False,0.595645683139829
2004-03-19 13:00:00,15.3,False,0.7119350054770378
2004-03-19 14:00:00,16.7,False,1.003680975517389
2004-03-19 15:00:00,19.0,False,1.5071471900888758
2004-03-19 16:00:00,19.4,False,1.3029150734912696
2004-03-19 17:00:00,20.9,False,0.8355482182072898
2004-03-19 18:00:00,20.2,False,0.34450249061421945
2004-03-19 19:00:00,21.7,False,0.41341449622987697
2004-03-19 20:00:00,19.8,False,0.501600785852297
2004-03-19 21:00:00,16.7,False,0.9395725342234708
2004-03-19 22:00:00,9.1,False,0.008313539846234539
2004-03-19 23:00:00,8.3,False,-0.06558561883099992
2004-03-20 00:00:00,5.8,False,-0.5142402727258593
2004-03-20 01:00:00,5.2,False,-0.2777702188118956
2004-03-20 02:00:00,4.1,False,-0.13440994024495123
2004-03-20 03:00:00,,False,
2004-03-20 04:00:00,,False,
2004-03-20 05:00:00,3.1,False,0.02545793986020696
2004-03-20 06:00:00,2.5,False,-0.7859657344827143
2004-03-20 07:00:00,4.3,False,-0.740077330705568
2004-03-20 08:00:00,8.9,False,-0.6798351144991308
2004-03-20 09:00:00,10.5,False,-0.5014777676408384
2004-03-20 10:00:00,12.5,False,0.04443018276086548
2004-03-20 11:00:00,12.3,False,0.24385137962847997
2004-03-20 12:00:00,11.7,False,0.1698935087382635
2004-03-20 13:00:00,11.7,False,0.10809997597123218
2004-03-20 14:00:00,9.3,False,-0.2225331425635607
2004-03-20 15:00:00,7.6,False,-0.4875913074283057
2004-03-20 16:00:00,6.7,False,-0.7275971896932821
2004-03-20 17:00:00,9.7,False,-0.5207681998479483
2004-03-20 18:00:00,12.4,False,-0.46241675416555883
2004-03-20 19:00:00,16.6,False,-0.140107060774803
2004-03-20 20:00:00,16.4,False,0.07888772253709647
2004-03-20 21:00:00,13.7,False,0.4103886596107012
2004-03-20 22:00:00,9.9,False,0.19225997103859457
2004-03-20 23:00:00,8.9,False,0.08054932798176247
2004-03-21 00:00:00,10.6,False,0.7171377952979663
2004-03-21 01:00:00,7.4,False,0.39213436823589637
2004-03-21 02:00:00,6.2,False,0.6522615711331383
2004-03-21 03:00:00,,False,
2004-03-21 04:00:00,,False,
2004-03-21 05:00:00,4.0,False,0.4777107538474123
2004-03-21 06:00:00,2.1,False,-0.9335308616093551
2004-03-21 07:00:00,3.6,False,-0.8336187033598035
2004-03-21 08:00:00,4.4,False,-1.1660939292814656
2004-03-21 09:00:00,5.4,False,-1.1107906543217922
2004-03-21 10:00:00,7.1,False,-0.7493765183579697
2004-03-21 11:00:00,7.3,False,-0.6494196113987771
2004-03-21 12:00:00,7.6,False,-0.5890560195427877
2004-03-21 13:00:00,6.8,False,-0.713786591967225
2004-03-21 14:00:00,4.6,False,-1.0013448121555155
2004-03-21 15:00:00,8.4,False,-0.34760965847973146
2004-03-21 16:00:00,6.9,False,-0.6956206186195096
2004-03-21 17:00:00,9.0,False,-0.6055379759764006
2004-03-21 18:00:00,15.1,False,-0.18309855404948178
2004-03-21 19:00:00,12.6,False,-0.5742416152882779
2004-03-21 20:00:00,15.1,False,-0.08273786049518583
2004-03-21 21:00:00,9.9,False,-0.25991091489880674
2004-03-21 22:00:00,8.0,False,-0.2446128030432602
2004-03-21 23:00:00,7.9,False,-0.16300891670617498
2004-03-22 00:00:00,6.1,False,-0.43727914347437025
2004-03-22 01:00:00,5.1,False,-0.3082204273140681
2004-03-22 02:00:00,1.7,False,-1.0334630961056246
2004-03-22 03:00:00,,False,
2004-03-22 04:00:00,,False,
2004-03-22 05:00:00,0.7,False,-1.180549564105674
2004-03-22 06:00:00,2.0,False,-0.9704221433910153
2004-03-22 07:00:00,5.1,False,-0.6331729048150134
2004-03-22 08:00:00,17.7,False,0.2710710121863238
2004-03-22 09:00:00,18.4,False,0.44235984113946264
2004-03-22 10:00:00,6.9,False,-0.7787767665475561
2004-03-22 11:00:00,7.3,False,-0.6494196113987771
2004-03-22 12:00:00,9.6,False,-0.21883673745447002
2004-03-22 13:00:00,10.4,False,-0.1099515624614196
2004-03-22 14:00:00,11.2,False,0.09230561748425056
2004-03-22 15:00:00,10.7,False,0.05483758224741901
2004-03-22 16:00:00,11.6,False,0.055828801614143324
2004-03-22 17:00:00,12.4,False,-0.193799063352489
2004-03-22 18:00:00,18.3,False,0.14794523868068382
2004-03-22 19:00:00,21.0,False,0.337440949190019
2004-03-22 20:00:00,21.0,False,0.6507936317282499
2004-03-22 21:00:00,14.5,False,0.5515043595074399
2004-03-22 22:00:00,8.4,False,-0.15263958744708017
2004-03-22 23:00:00,4.3,False,-1.0398185975827499
2004-03-23 00:00:00,3.8,False,-1.0273144677357866
2004-03-23 01:00:00,2.7,False,-1.0390254313662046
2004-03-23 02:00:00,2.5,False,-0.7337787108187335
2004-03-23 03:00:00,,False,
2004-03-23 04:00:00,,False,
2004-03-23 05:00:00,0.6,False,-1.230799876770919
2004-03-23 06:00:00,1.8,False,-1.0442047069543356
2004-03-23 07:00:00,4.6,False,-0.69998817099661
2004-03-23 08:00:00,14.2,False,-0.10713028819993663
2004-03-23 09:00:00,21.0,False,0.7529899402317138
2004-03-23 10:00:00,16.2,False,0.5883347742682153
2004-03-23 11:00:00,15.5,False,0.8155448138859243
2004-03-23 12:00:00,13.4,False,0.4845798985133338
2004-03-23 13:00:00,16.9,False,0.9803061297018398
2004-03-23 14:00:00,12.4,False,0.29115115014602644
2004-03-23 15:00:00,10.1,False,-0.05014865446401153
2004-03-23 16:00:00,8.7,False,-0.40783147895555755
2004-03-23 17:00:00,13.8,False,-0.0242595110955842
2004-03-23 18:00:00,9.3,False,-0.7831154283729066
2004-03-23 19:00:00,13.0,False,-0.5308281598369303
2004-03-23 20:00:00,14.3,False,-0.18219975774582106
2004-03-23 21:00:00,7.6,False,-0.6656185521019302
2004-03-23 22:00:00,5.3,False,-0.8654320083174748
2004-03-23 23:00:00,5.4,False,-0.7719045284260186
2004-03-24 00:00:00,4.9,False,-0.7451236604803265
2004-03-24 01:00:00,4.6,False,-0.4604714698249299
2004-03-24 02:00:00,2.7,False,-0.6588576144970106
2004-03-24 03:00:00,,False,
2004-03-24 04:00:00,,False,
2004-03-24 05:00:00,1.2,False,-0.9292980007794489
2004-03-24 06:00:00,1.7,False,-1.0810959887359957
2004-03-24 07:00:00,4.8,False,-0.6732620645239714
2004-03-24 08:00:00,13.8,False,-0.15035329395836625
2004-03-24 09:00:00,23.7,False,1.075567350827513
2004-03-24 10:00:00,14.2,False,0.29433229237235053
2004-03-24 11:00:00,8.0,False,-0.524361672654961
2004-03-24 12:00:00,6.7,False,-0.7556546964825306
2004-03-24 13:00:00,8.7,False,-0.39509588195027234
2004-03-24 14:00:00,10.8,False,0.026023773263658914
2004-03-24 15:00:00,,False,
2004-03-24 16:00:00,11.4,False,0.023852230540370965
2004-03-24 17:00:00,13.4,False,-0.07269938316898561
2004-03-24 18:00:00,12.0,False,-0.5037972282568295
2004-03-24 19:00:00,20.2,False,0.250614038287324
2004-03-24 20:00:00,14.4,False,-0.16976702058949167
2004-03-24 21:00:00,9.4,False,-0.3481082273342683
2004-03-24 22:00:00,5.9,False,-0.7274721849232048
2004-03-24 23:00:00,4.5,False,-0.9911069486451624
2004-03-25 00:00:00,4.5,False,-0.8477384994823121
2004-03-25 01:00:00,2.5,False,-1.0999258483705494
2004-03-25 02:00:00,1.8,False,-0.9960025479447633
2004-03-25 03:00:00,,False,
2004-03-25 04:00:00,0.9,False,-1.006013923983901
2004-03-25 05:00:00,0.6,False,-1.230799876770919
2004-03-25 06:00:00,1.4,False,-1.1917698340809764
2004-03-25 07:00:00,3.8,False,-0.8068925968871647
2004-03-25 08:00:00,11.6,False,-0.38807982562973004
2004-03-25 09:00:00,17.8,False,0.3706759721181742
2004-03-25 10:00:00,8.8,False,-0.4994744087464844
2004-03-25 11:00:00,6.8,False,-0.7387467105015028
2004-03-25 12:00:00,5.9,False,-0.9037424093178577
2004-03-25 13:00:00,8.9,False,-0.36154949142217185
2004-03-25 14:00:00,8.2,False,-0.4048082141701886
2004-03-25 15:00:00,8.6,False,-0.31261424624258805
2004-03-25 16:00:00,10.1,False,-0.1839954814391502
2004-03-25 17:00:00,9.4,False,-0.5570981039029992
2004-03-25 18:00:00,14.6,False,-0.23482414666357013
2004-03-25 19:00:00,24.6,False,0.7281620482521464
2004-03-25 20:00:00,21.6,False,0.7253900546662266
2004-03-25 21:00:00,10.3,False,-0.18935306495043738
2004-03-25 22:00:00,5.7,False,-0.7734587927212948
2004-03-25 23:00:00,4.5,False,-0.9911069486451624
2004-03-26 00:00:00,5.5,False,-0.5912014019773484
2004-03-26 01:00:00,4.8,False,-0.39957105282058514
2004-03-26 02:00:00,3.6,False,-0.32171268104925804
2004-03-26 03:00:00,,False,
2004-03-26 04:00:00,2.2,False,-0.37506542527061787
2004-03-26 05:00:00,3.0,False,-0.024792372805038126
2004-03-26 06:00:00,4.0,False,-0.2325965077578115
2004-03-26 07:00:00,6.7,False,-0.4193640530339039
2004-03-26 08:00:00,16.7,False,0.16301349779024937
2004-03-26 09:00:00,19.3,False,0.549885644671396
2004-03-26 10:00:00,14.8,False,0.3825330369411102
2004-03-26 11:00:00,13.4,False,0.4403709976544764
2004-03-26 12:00:00,11.0,False,0.040316760007352445
2004-03-26 13:00:00,12.5,False,0.2422855380836335
2004-03-26 14:00:00,8.4,False,-0.37166729205989246
2004-03-26 15:00:00,5.3,False,-0.8900385481554564
2004-03-26 16:00:00,8.8,False,-0.3918431934186711
2004-03-26 17:00:00,11.2,False,-0.3391186795726932
2004-03-26 18:00:00,11.6,False,-0.5451777023481003
2004-03-26 19:00:00,12.4,False,-0.5959483430139515
2004-03-26 20:00:00,10.6,False,-0.6422110325300097
2004-03-26 21:00:00,6.0,False,-0.9478499518954072
2004-03-26 22:00:00,4.6,False,-1.0263851356107896
2004-03-26 23:00:00,4.1,False,-1.0885302465203375
2004-03-27 00:00:00,5.2,False,-0.6681625312288374
2004-03-27 01:00:00,3.2,False,-0.8867743888553428
2004-03-27 02:00:00,4.5,False,0.015432252398494481
2004-03-27 03:00:00,,False,
2004-03-27 04:00:00,,False,
2004-03-27 05:00:00,1.9,False,-0.5775458121227336
2004-03-27 06:00:00,2.4,False,-0.8228570162643746
2004-03-27 07:00:00,3.3,False,-0.8737078630687615
2004-03-27 08:00:00,6.7,False,-0.9175616461704946
2004-03-27 09:00:00,8.5,False,-0.7404239977118007
2004-03-27 10:00:00,9.7,False,-0.36717329189334547
2004-03-27 11:00:00,9.4,False,-0.2742457951673291
2004-03-27 12:00:00,9.0,False,-0.32990252208096527
2004-03-27 13:00:00,10.0,False,-0.17704434351762025
2004-03-27 14:00:00,12.6,False,0.32429207225632223
2004-03-27 15:00:00,7.6,False,-0.4875913074283057
2004-03-27 16:00:00,11.8,False,0.08780537268791597
2004-03-27 17:00:00,11.2,False,-0.3391186795726932
2004-03-27 18:00:00,12.4,False,-0.46241675416555883
2004-03-27 19:00:00,12.9,False,-0.5416815236997672
2004-03-27 20:00:00,12.2,False,-0.44328723802873904
2004-03-27 21:00:00,8.8,False,-0.45394500225682216
2004-03-27 22:00:00,6.8,False,-0.5205324498318
2004-03-27 23:00:00,8.6,False,0.007481854575381058
2004-03-28 00:00:00,8.9,False,0.28102472953952823
2004-03-28 01:00:00,8.3,False,0.6661862447554477
2004-03-28 02:00:00,6.3,False,0.6897221192939995
2004-03-28 03:00:00,,False,
2004-03-28 04:00:00,5.1,False,1.0324350718590132
2004-03-28 05:00:00,2.6,False,-0.22579362346601825
2004-03-28 06:00:00,3.6,False,-0.3801616348844522
2004-03-28 07:00:00,3.6,False,-0.8336187033598035
2004-03-28 08:00:00,4.7,False,-1.1336766749626435
2004-03-28 09:00:00,7.5,False,-0.8598971127472819
2004-03-28 10:00:00,9.0,False,-0.47007416055689805
2004-03-28 11:00:00,9.5,False,-0.25638037534678404
2004-03-28 12:00:00,7.7,False,-0.5705450554383718
2004-03-28 13:00:00,5.7,False,-0.8982917398717767
2004-03-28 14:00:00,3.8,False,-1.1339085005966993
2004-03-28 15:00:00,4.8,False,-0.9775270787483151
2004-03-28 16:00:00,4.3,False,-1.1113160425785518
2004-03-28 17:00:00,4.1,False,-1.1989264088755673
2004-03-28 18:00:00,4.7,False,-1.2589908804225196
2004-03-28 19:00:00,6.2,False,-1.2688569025098373
2004-03-28 20:00:00,5.5,False,-1.27628062750281
2004-03-28 21:00:00,3.3,False,-1.4241154390469
2004-03-28 22:00:00,3.2,False,-1.3482913901974194
2004-03-28 23:00:00,2.9,False,-1.3808001401458623
2004-03-29 00:00:00,2.2,False,-1.4377738237437285
2004-03-29 01:00:00,1.3,False,-1.4653283503966177
2004-03-29 02:00:00,1.1,False,-1.2582263850707929
2004-03-29 03:00:00,,False,
2004-03-29 04:00:00,1.2,False,-0.8604104242808357
2004-03-29 05:00:00,1.7,False,-0.6780464374532237
2004-03-29 06:00:00,2.9,False,-0.6384006073560736
2004-03-29 07:00:00,14.3,False,0.596227992926366
2004-03-29 08:00:00,19.7,False,0.48718604097847257
2004-03-29 09:00:00,5.5,False,-1.0988433428182443
2004-03-29 10:00:00,5.6,False,-0.9698783797798683
2004-03-29 11:00:00,5.8,False,-0.9174009087069541
2004-03-29 12:00:00,5.5,False,-0.9777862657355213
2004-03-29 13:00:00,6.5,False,-0.7641061777593755
2004-03-29 14:00:00,5.5,False,-0.8522106626591838
2004-03-29 15:00:00,5.2,False,-0.9075362542740281
2004-03-29 16:00:00,5.8,False,-0.8714917595252583
2004-03-29 17:00:00,7.9,False,-0.7387476241782543
2004-03-29 18:00:00,10.2,False,-0.6900093616675477
2004-03-29 19:00:00,8.2,False,-1.0517896252531
2004-03-29 20:00:00,5.7,False,-1.2514151531901512
2004-03-29 21:00:00,3.8,False,-1.3359181266114382
2004-03-29 22:00:00,4.0,False,-1.1643449590050594
2004-03-29 23:00:00,2.8,False,-1.405155964614656
2004-03-30 00:00:00,2.6,False,-1.3351589847417429
2004-03-30 01:00:00,1.8,False,-1.3130773078857558
2004-03-30 02:00:00,1.7,False,-1.0334630961056246
2004-03-30 03:00:00,,False,
2004-03-30 04:00:00,,False,
2004-03-30 05:00:00,2.3,False,-0.3765445614617535
2004-03-30 06:00:00,5.3,False,0.24699015540377092
2004-03-30 07:00:00,13.4,False,0.47596051379949184
2004-03-30 08:00:00,23.8,False,0.9302218500023778
2004-03-30 09:00:00,21.5,False,0.8127264977494544
2004-03-30 10:00:00,21.0,False,1.293940730818291
2004-03-30 11:00:00,18.4,False,1.333641988681733
2004-03-30 12:00:00,18.9,False,1.5026829242562072
2004-03-30 13:00:00,17.1,False,1.0138525202299407
2004-03-30 14:00:00,10.4,False,-0.04025807095693303
2004-03-30 15:00:00,8.0,False,-0.4176004829540186
2004-03-30 16:00:00,6.2,False,-0.8075386173777133
2004-03-30 17:00:00,9.7,False,-0.5207681998479483
2004-03-30 18:00:00,9.6,False,-0.7520800728044537
2004-03-30 19:00:00,11.9,False,-0.6502151623281358
2004-03-30 20:00:00,8.7,False,-0.8784330385002687
2004-03-30 21:00:00,4.7,False,-1.1771629642276074
2004-03-30 22:00:00,3.8,False,-1.2103315668031496
2004-03-30 23:00:00,4.7,False,-0.9423952997075749
2004-03-31 00:00:00,3.8,False,-1.0273144677357866
2004-03-31 01:00:00,2.7,False,-1.0390254313662046
2004-03-31 02:00:00,2.8,False,-0.6213970663361493
2004-03-31 03:00:00,,False,
2004-03-31 04:00:00,0.8,False,-1.0545484238849225
2004-03-31 05:00:00,1.5,False,-0.7785470627837138
2004-03-31 06:00:00,3.5,False,-0.41705291666611244
2004-03-31 07:00:00,15.6,False,0.7699476849985172
2004-03-31 08:00:00,19.9,False,0.5087975438576874
2004-03-31 09:00:00,8.6,False,-0.7284766862082527
2004-03-31 10:00:00,6.5,False,-0.8375772629267292
2004-03-31 11:00:00,7.7,False,-0.5779579321165965
2004-03-31 12:00:00,11.3,False,0.09584965232060023
2004-03-31 13:00:00,9.1,False,-0.32800310089407164
2004-03-31 14:00:00,11.2,False,0.09230561748425056
2004-03-31 15:00:00,13.5,False,0.5447733535674286
2004-03-31 16:00:00,10.1,False,-0.1839954814391502
